PWM VALUE:	167	OUT_VOLTAGE:	0.07	0.05	0.05	0.07	0.09	12.01	12.01	0.05	0.05	0.06	MEDIA:	2.61
PWM VALUE:	168	OUT_VOLTAGE:	0.07	0.06	0.07	0.09	12.01	12.01	0.00	0.07	0.06	0.02	MEDIA:	2.71
PWM VALUE:	169	OUT_VOLTAGE:	12.01	0.07	0.03	0.07	0.05	0.06	0.06	0.07	12.01	12.01	MEDIA:	3.92
PWM VALUE:	170	OUT_VOLTAGE:	0.08	12.01	0.01	0.06	0.03	0.09	0.02	0.01	0.05	0.06	MEDIA:	1.63
PWM VALUE:	171	OUT_VOLTAGE:	0.07	0.04	0.04	0.06	0.06	0.05	0.05	0.06	0.05	0.05	MEDIA:	0.22
PWM VALUE:	172	OUT_VOLTAGE:	0.06	0.08	0.06	0.10	12.01	12.01	12.01	12.01	0.05	0.06	MEDIA:	4.87
PWM VALUE:	173	OUT_VOLTAGE:	0.07	12.01	12.01	0.06	0.04	0.07	0.08	0.07	0.04	0.06	MEDIA:	2.94
PWM VALUE:	174	OUT_VOLTAGE:	0.06	0.04	0.06	0.06	0.05	0.08	0.06	0.09	12.01	12.01	MEDIA:	2.75
PWM VALUE:	175	OUT_VOLTAGE:	0.03	0.11	12.01	12.01	0.09	0.05	0.06	0.05	0.03	0.05	MEDIA:	2.72
PWM VALUE:	176	OUT_VOLTAGE:	0.02	0.09	0.08	0.09	0.04	0.06	12.01	12.01	12.01	0.06	MEDIA:	3.92
PWM VALUE:	177	OUT_VOLTAGE:	0.06	0.06	12.01	0.09	0.04	0.04	0.04	0.11	0.04	0.01	MEDIA:	1.64
PWM VALUE:	178	OUT_VOLTAGE:	0.09	0.07	0.06	0.06	0.06	0.06	0.07	12.01	12.01	12.01	MEDIA:	3.82
PWM VALUE:	179	OUT_VOLTAGE:	0.06	12.01	12.01	0.06	0.06	0.04	0.06	0.07	0.06	0.06	MEDIA:	2.83
PWM VALUE:	180	OUT_VOLTAGE:	0.04	0.04	0.09	0.10	0.09	12.01	12.01	0.08	0.08	0.05	MEDIA:	2.74
PWM VALUE:	181	OUT_VOLTAGE:	0.09	0.04	0.03	0.00	0.10	0.06	0.09	12.01	12.01	0.06	MEDIA:	2.72
PWM VALUE:	182	OUT_VOLTAGE:	0.06	0.09	12.01	12.01	0.08	0.04	0.06	0.07	0.04	0.04	MEDIA:	2.72
PWM VALUE:	183	OUT_VOLTAGE:	0.02	0.06	0.06	0.04	0.05	0.08	0.07	0.06	0.09	12.01	MEDIA:	1.53
PWM VALUE:	184	OUT_VOLTAGE:	0.07	0.12	12.01	12.01	12.01	0.07	0.05	0.06	0.05	0.05	MEDIA:	3.81
PWM VALUE:	185	OUT_VOLTAGE:	0.05	0.05	0.06	0.06	0.08	0.05	0.06	0.05	0.04	0.11	MEDIA:	0.44
PWM VALUE:	186	OUT_VOLTAGE:	0.07	0.09	0.08	0.03	0.08	0.02	0.08	0.07	0.08	12.01	MEDIA:	1.30
